@RELATION AuthorRecognition

@ATTRIBUTE ExclamationSentences REAL
@ATTRIBUTE InverseSentences REAL
@ATTRIBUTE NegatifSentences REAL
@ATTRIBUTE Connectives REAL
@ATTRIBUTE Nums REAL
@ATTRIBUTE Pronouns REAL
@ATTRIBUTE QuestionWords REAL
@ATTRIBUTE Abbreviations REAL
@ATTRIBUTE Times REAL
@ATTRIBUTE ColonSize REAL
@ATTRIBUTE CommaSize REAL
@ATTRIBUTE EllipsisPointSize REAL
@ATTRIBUTE HypenSize REAL
@ATTRIBUTE PointSize REAL
@ATTRIBUTE QuotationSize REAL
@ATTRIBUTE SemicolonSize REAL
@ATTRIBUTE ExlamationSize REAL
@ATTRIBUTE ParanthesisSize REAL
@ATTRIBUTE QuestionMarkSize REAL
@ATTRIBUTE CapitalLetterSize REAL
@ATTRIBUTE AverageSentencesLength REAL
@ATTRIBUTE AverageWordCountPerSentences REAL
@ATTRIBUTE AverageWordLength REAL
@ATTRIBUTE Dugasts REAL
@ATTRIBUTE Guiard REAL
@ATTRIBUTE Maas REAL
@ATTRIBUTE Rubet REAL
@ATTRIBUTE Sichel REAL
@ATTRIBUTE TypeTokenRatio REAL
@ATTRIBUTE AUTHOR {Taha-Akyol,Mehmet-Ali-Birand,Leyla-İpekçi,Ekrem-Dumanlı,Rasim-Ozan,Mehmet-Barlas,A-Turan-Alkan,Can-Ataklı,Reha-Muhtar,Rıdvan-Dilmen,Haşmet-Babaoğlu,Meryem-Koray,Nazlı-Ilıcak,Gözde-Bedeloğlu,Nazan-Bekiroğlu,Mehmet-Demirkol,Okay-Karacan,Hüseyin-Gülerce,İclal-Aydın,Ahmet-Çakar}

@DATA
30.0,606.0,212.0,2580.0,54.0,29.0,1290.0,322.0,29.0,0.0,178.0,11.0,11.0,464.0,202.0,4761.0,11.0,23.0,47.0,16.0,69.0,9.0,6.0,609.0,1584.0,40.0,616.0,89.0,81.0,Okay-Karacan
57.0,442.0,365.0,2572.0,46.0,27.0,803.0,160.0,24.0,0.0,276.0,14.0,28.0,411.0,134.0,709.0,28.0,28.0,70.0,20.0,94.0,12.0,6.0,759.0,2101.0,36.0,609.0,76.0,77.0,Okay-Karacan
214.0,464.0,357.0,4037.0,71.0,31.0,931.0,931.0,27.0,0.0,317.0,15.0,0.0,333.0,174.0,0.0,95.0,0.0,63.0,27.0,92.0,12.0,6.0,608.0,1487.0,40.0,607.0,56.0,78.0,Okay-Karacan
94.0,377.0,207.0,2543.0,31.0,15.0,158.0,953.0,33.0,0.0,222.0,6.0,34.0,368.0,277.0,0.0,48.0,13.0,27.0,24.0,96.0,12.0,6.0,756.0,2013.0,36.0,604.0,102.0,72.0,Okay-Karacan
0.0,416.0,222.0,2459.0,60.0,13.0,0.0,3005.0,21.0,0.0,226.0,0.0,0.0,471.0,292.0,0.0,0.0,0.0,9.0,30.0,80.0,10.0,6.0,629.0,1494.0,39.0,600.0,87.0,71.0,Okay-Karacan
95.0,142.0,428.0,2723.0,66.0,38.0,389.0,0.0,58.0,0.0,208.0,41.0,83.0,437.0,166.0,0.0,41.0,0.0,20.0,14.0,100.0,12.0,6.0,571.0,1465.0,41.0,620.0,80.0,84.0,Okay-Karacan
30.0,242.0,212.0,1877.0,46.0,16.0,0.0,234.0,28.0,0.0,211.0,0.0,42.0,478.0,253.0,0.0,14.0,0.0,0.0,19.0,99.0,13.0,6.0,666.0,1656.0,38.0,603.0,119.0,70.0,Okay-Karacan
190.0,412.0,222.0,3661.0,40.0,36.0,140.0,281.0,35.0,0.0,231.0,31.0,6.0,356.0,275.0,0.0,75.0,12.0,12.0,24.0,84.0,11.0,6.0,782.0,2075.0,35.0,602.0,119.0,68.0,Okay-Karacan
0.0,260.0,347.0,3283.0,53.0,20.0,0.0,0.0,23.0,0.0,219.0,0.0,109.0,301.0,356.0,1369.0,0.0,0.0,0.0,22.0,117.0,15.0,6.0,617.0,1529.0,40.0,608.0,78.0,77.0,Okay-Karacan
0.0,458.0,291.0,2960.0,52.0,23.0,328.0,0.0,52.0,0.0,234.0,0.0,31.0,468.0,218.0,1562.0,0.0,0.0,31.0,17.0,98.0,13.0,6.0,601.0,1514.0,40.0,613.0,71.0,80.0,Okay-Karacan
40.0,480.0,520.0,692.0,62.0,34.0,1038.0,0.0,34.0,0.0,282.0,0.0,0.0,434.0,130.0,0.0,21.0,0.0,130.0,19.0,84.0,11.0,6.0,592.0,1500.0,41.0,615.0,98.0,79.0,Okay-Karacan
45.0,454.0,500.0,4021.0,48.0,21.0,536.0,0.0,24.0,0.0,321.0,0.0,142.0,410.0,71.0,1785.0,17.0,0.0,17.0,14.0,126.0,17.0,5.0,642.0,1636.0,39.0,609.0,94.0,76.0,Okay-Karacan
120.0,480.0,400.0,2153.0,36.0,61.0,615.0,307.0,64.0,0.0,192.0,19.0,0.0,384.0,250.0,1923.0,57.0,0.0,76.0,16.0,99.0,13.0,6.0,609.0,1475.0,40.0,606.0,86.0,74.0,Okay-Karacan
0.0,619.0,357.0,2076.0,50.0,32.0,0.0,173.0,46.0,0.0,340.0,22.0,15.0,439.0,181.0,0.0,0.0,0.0,0.0,13.0,106.0,13.0,6.0,745.0,2088.0,36.0,612.0,87.0,79.0,Okay-Karacan
62.0,406.0,468.0,2917.0,37.0,34.0,265.0,0.0,29.0,0.0,258.0,47.0,0.0,364.0,270.0,0.0,23.0,0.0,35.0,19.0,93.0,12.0,6.0,646.0,1663.0,39.0,610.0,95.0,77.0,Okay-Karacan
83.0,444.0,361.0,3550.0,47.0,29.0,591.0,0.0,14.0,0.0,247.0,47.0,23.0,388.0,176.0,2352.0,35.0,0.0,58.0,22.0,76.0,10.0,5.0,624.0,1610.0,40.0,613.0,101.0,78.0,Okay-Karacan
85.0,487.0,280.0,3963.0,29.0,31.0,226.0,0.0,26.0,0.0,310.0,3.0,21.0,342.0,275.0,353.0,28.0,0.0,14.0,27.0,93.0,12.0,6.0,841.0,2419.0,34.0,608.0,104.0,72.0,Okay-Karacan
40.0,480.0,280.0,4713.0,57.0,33.0,336.0,0.0,47.0,0.0,241.0,0.0,0.0,448.0,241.0,3448.0,17.0,0.0,17.0,19.0,89.0,12.0,5.0,593.0,1462.0,41.0,610.0,87.0,77.0,Okay-Karacan
76.0,500.0,269.0,3984.0,24.0,17.0,569.0,189.0,39.0,0.0,233.0,60.0,67.0,368.0,180.0,1503.0,30.0,0.0,45.0,22.0,81.0,10.0,6.0,720.0,1934.0,37.0,608.0,83.0,77.0,Okay-Karacan
0.0,391.0,318.0,3242.0,51.0,27.0,0.0,648.0,41.0,5.0,189.0,74.0,0.0,471.0,258.0,0.0,0.0,0.0,0.0,21.0,87.0,11.0,6.0,805.0,2214.0,35.0,605.0,99.0,71.0,Okay-Karacan
32.0,451.0,225.0,1840.0,33.0,21.0,613.0,0.0,33.0,0.0,261.0,0.0,0.0,523.0,153.0,3076.0,15.0,0.0,15.0,17.0,83.0,11.0,6.0,615.0,1556.0,40.0,611.0,78.0,79.0,Okay-Karacan
0.0,571.0,285.0,3685.0,41.0,17.0,1282.0,320.0,22.0,0.0,339.0,80.0,0.0,382.0,129.0,1851.0,0.0,0.0,49.0,15.0,89.0,12.0,6.0,760.0,2105.0,36.0,609.0,87.0,76.0,Okay-Karacan
0.0,366.0,433.0,3827.0,71.0,31.0,239.0,0.0,14.0,0.0,203.0,62.0,31.0,546.0,140.0,1562.0,0.0,0.0,0.0,18.0,104.0,14.0,6.0,667.0,1726.0,38.0,608.0,101.0,75.0,Okay-Karacan
0.0,304.0,347.0,3785.0,41.0,22.0,0.0,630.0,37.0,11.0,411.0,0.0,0.0,329.0,223.0,2352.0,0.0,0.0,0.0,17.0,107.0,14.0,6.0,611.0,1567.0,40.0,614.0,82.0,80.0,Okay-Karacan
0.0,375.0,458.0,3560.0,86.0,32.0,593.0,0.0,14.0,0.0,285.0,0.0,0.0,500.0,196.0,0.0,0.0,0.0,17.0,15.0,105.0,14.0,6.0,617.0,1514.0,40.0,606.0,86.0,75.0,Okay-Karacan
0.0,142.0,357.0,4204.0,66.0,15.0,0.0,0.0,15.0,0.0,242.0,15.0,15.0,424.0,287.0,1515.0,0.0,0.0,0.0,21.0,90.0,12.0,6.0,618.0,1545.0,40.0,609.0,74.0,78.0,Okay-Karacan
0.0,200.0,271.0,4332.0,48.0,24.0,234.0,0.0,31.0,0.0,256.0,0.0,6.0,527.0,194.0,0.0,0.0,0.0,13.0,17.0,95.0,12.0,6.0,819.0,2142.0,34.0,598.0,89.0,66.0,Okay-Karacan
125.0,500.0,437.0,3058.0,33.0,21.0,917.0,0.0,27.0,0.0,238.0,14.0,0.0,447.0,179.0,0.0,59.0,0.0,59.0,22.0,78.0,10.0,6.0,618.0,1587.0,40.0,613.0,111.0,77.0,Okay-Karacan
25.0,294.0,320.0,2777.0,31.0,38.0,966.0,2536.0,31.0,8.0,173.0,0.0,104.0,530.0,0.0,3478.0,17.0,52.0,78.0,34.0,83.0,11.0,6.0,818.0,2210.0,34.0,602.0,124.0,67.0,Can-Ataklı
11.0,409.0,386.0,3448.0,24.0,42.0,313.0,313.0,37.0,7.0,323.0,0.0,7.0,578.0,0.0,751.0,7.0,15.0,52.0,15.0,86.0,11.0,6.0,854.0,2372.0,34.0,604.0,107.0,68.0,Can-Ataklı
46.0,488.0,337.0,2305.0,34.0,50.0,1097.0,0.0,23.0,5.0,335.0,0.0,17.0,449.0,0.0,1796.0,59.0,11.0,101.0,23.0,80.0,11.0,6.0,849.0,2458.0,34.0,609.0,79.0,74.0,Can-Ataklı
11.0,505.0,448.0,3324.0,24.0,51.0,127.0,3452.0,17.0,34.0,213.0,0.0,17.0,649.0,0.0,1709.0,8.0,34.0,25.0,36.0,73.0,9.0,6.0,802.0,2124.0,35.0,601.0,97.0,68.0,Can-Ataklı
12.0,277.0,349.0,4069.0,23.0,46.0,116.0,1627.0,27.0,0.0,187.0,0.0,26.0,714.0,0.0,1785.0,8.0,17.0,26.0,27.0,84.0,10.0,6.0,828.0,2274.0,34.0,604.0,85.0,70.0,Can-Ataklı
0.0,328.0,342.0,2574.0,14.0,37.0,813.0,1084.0,24.0,8.0,347.0,0.0,8.0,561.0,0.0,826.0,0.0,0.0,66.0,25.0,77.0,10.0,6.0,795.0,2179.0,35.0,605.0,74.0,74.0,Can-Ataklı
12.0,376.0,311.0,2296.0,48.0,61.0,688.0,1148.0,36.0,0.0,275.0,17.0,8.0,594.0,0.0,1724.0,8.0,17.0,60.0,29.0,87.0,12.0,6.0,832.0,2300.0,34.0,604.0,120.0,68.0,Can-Ataklı
12.0,451.0,353.0,2647.0,27.0,51.0,1564.0,1684.0,28.0,0.0,252.0,8.0,26.0,600.0,0.0,1739.0,8.0,0.0,86.0,25.0,79.0,10.0,6.0,818.0,2213.0,34.0,602.0,115.0,67.0,Can-Ataklı
146.0,524.0,329.0,2073.0,33.0,40.0,460.0,460.0,31.0,0.0,235.0,5.0,70.0,375.0,0.0,2500.0,95.0,140.0,55.0,20.0,80.0,10.0,6.0,842.0,2491.0,34.0,612.0,94.0,76.0,Can-Ataklı
26.0,434.0,394.0,3419.0,38.0,44.0,589.0,235.0,28.0,0.0,373.0,0.0,7.0,500.0,0.0,1587.0,15.0,0.0,87.0,20.0,86.0,11.0,6.0,823.0,2235.0,34.0,602.0,92.0,69.0,Can-Ataklı
0.0,246.0,342.0,3475.0,36.0,42.0,0.0,267.0,20.0,76.0,240.0,0.0,9.0,557.0,0.0,1923.0,0.0,38.0,57.0,33.0,83.0,10.0,6.0,801.0,2252.0,35.0,608.0,108.0,73.0,Can-Ataklı
0.0,282.0,329.0,2150.0,38.0,45.0,238.0,1075.0,15.0,7.0,328.0,14.0,7.0,559.0,0.0,2238.0,0.0,0.0,59.0,20.0,76.0,9.0,6.0,818.0,2187.0,34.0,601.0,94.0,68.0,Can-Ataklı
11.0,344.0,333.0,3192.0,25.0,31.0,0.0,1149.0,26.0,136.0,159.0,0.0,151.0,492.0,0.0,757.0,7.0,30.0,15.0,55.0,74.0,9.0,6.0,810.0,2258.0,35.0,606.0,99.0,72.0,Can-Ataklı
14.0,380.0,366.0,3155.0,40.0,37.0,121.0,1092.0,27.0,8.0,358.0,0.0,25.0,458.0,0.0,5000.0,8.0,16.0,75.0,25.0,90.0,11.0,6.0,817.0,2208.0,34.0,602.0,93.0,69.0,Can-Ataklı
0.0,296.0,358.0,3563.0,31.0,52.0,111.0,1113.0,25.0,0.0,236.0,9.0,18.0,700.0,0.0,909.0,0.0,0.0,27.0,18.0,86.0,11.0,6.0,834.0,2235.0,34.0,600.0,116.0,65.0,Can-Ataklı
17.0,560.0,232.0,1943.0,26.0,45.0,647.0,323.0,29.0,97.0,240.0,0.0,22.0,525.0,0.0,0.0,11.0,0.0,102.0,20.0,61.0,8.0,6.0,859.0,2589.0,34.0,613.0,96.0,76.0,Can-Ataklı
16.0,350.0,383.0,3208.0,24.0,30.0,401.0,1604.0,25.0,0.0,394.0,0.0,9.0,509.0,0.0,0.0,9.0,19.0,57.0,25.0,99.0,12.0,6.0,796.0,2153.0,35.0,604.0,98.0,70.0,Can-Ataklı
17.0,321.0,375.0,5057.0,29.0,39.0,1468.0,489.0,27.0,63.0,202.0,0.0,12.0,556.0,0.0,0.0,12.0,75.0,75.0,27.0,86.0,11.0,6.0,746.0,1926.0,36.0,601.0,104.0,69.0,Can-Ataklı
23.0,369.0,380.0,3372.0,39.0,53.0,930.0,581.0,18.0,20.0,326.0,6.0,13.0,520.0,0.0,0.0,13.0,55.0,41.0,31.0,82.0,10.0,6.0,828.0,2264.0,34.0,603.0,108.0,68.0,Can-Ataklı
0.0,384.0,320.0,4828.0,29.0,39.0,508.0,254.0,30.0,0.0,281.0,0.0,9.0,663.0,0.0,0.0,0.0,0.0,45.0,33.0,81.0,11.0,6.0,798.0,2046.0,35.0,597.0,95.0,65.0,Can-Ataklı
0.0,312.0,250.0,3132.0,33.0,37.0,116.0,2668.0,30.0,0.0,290.0,8.0,17.0,666.0,0.0,854.0,0.0,0.0,8.0,35.0,86.0,11.0,6.0,823.0,2169.0,34.0,599.0,131.0,64.0,Can-Ataklı
19.0,495.0,277.0,2816.0,35.0,53.0,866.0,0.0,22.0,0.0,270.0,5.0,31.0,604.0,0.0,0.0,10.0,0.0,78.0,23.0,69.0,9.0,6.0,849.0,2402.0,34.0,606.0,79.0,72.0,Can-Ataklı
0.0,312.0,239.0,3403.0,48.0,39.0,704.0,821.0,26.0,0.0,273.0,13.0,40.0,626.0,0.0,666.0,0.0,13.0,26.0,26.0,66.0,8.0,6.0,817.0,2117.0,34.0,597.0,97.0,65.0,Can-Ataklı
33.0,355.0,366.0,3267.0,36.0,58.0,816.0,933.0,24.0,6.0,326.0,6.0,13.0,548.0,0.0,694.0,20.0,0.0,69.0,29.0,75.0,10.0,6.0,820.0,2134.0,34.0,598.0,88.0,66.0,Can-Ataklı
9.0,441.0,333.0,3874.0,43.0,52.0,363.0,0.0,24.0,14.0,179.0,0.0,22.0,686.0,0.0,1492.0,7.0,14.0,59.0,22.0,58.0,8.0,5.0,818.0,2230.0,34.0,603.0,110.0,69.0,Can-Ataklı
32.0,369.0,413.0,3731.0,32.0,36.0,746.0,870.0,28.0,0.0,219.0,8.0,8.0,634.0,0.0,1626.0,24.0,16.0,73.0,24.0,67.0,8.0,6.0,817.0,2288.0,34.0,607.0,106.0,72.0,Can-Ataklı
0.0,516.0,382.0,3023.0,46.0,41.0,1162.0,348.0,27.0,0.0,316.0,14.0,7.0,492.0,0.0,5147.0,0.0,0.0,117.0,23.0,76.0,10.0,6.0,831.0,2315.0,34.0,605.0,97.0,71.0,Can-Ataklı
0.0,244.0,428.0,3428.0,41.0,42.0,489.0,1273.0,38.0,0.0,294.0,0.0,7.0,654.0,0.0,719.0,0.0,0.0,35.0,25.0,81.0,10.0,6.0,866.0,2378.0,33.0,602.0,101.0,66.0,Can-Ataklı
67.0,516.0,337.0,2328.0,38.0,44.0,349.0,116.0,20.0,0.0,254.0,5.0,39.0,587.0,0.0,1694.0,73.0,0.0,22.0,21.0,73.0,10.0,6.0,836.0,2415.0,34.0,609.0,80.0,75.0,Can-Ataklı
12.0,448.0,346.0,4447.0,27.0,50.0,360.0,841.0,31.0,0.0,379.0,0.0,14.0,510.0,0.0,1459.0,7.0,29.0,43.0,25.0,83.0,11.0,6.0,819.0,2222.0,34.0,603.0,84.0,70.0,Can-Ataklı
10.0,400.0,263.0,2752.0,27.0,59.0,458.0,229.0,22.0,14.0,304.0,0.0,7.0,595.0,0.0,0.0,7.0,14.0,56.0,19.0,72.0,9.0,6.0,836.0,2370.0,34.0,607.0,84.0,73.0,Can-Ataklı
29.0,426.0,367.0,3506.0,32.0,45.0,604.0,241.0,26.0,0.0,341.0,0.0,34.0,521.0,0.0,1709.0,17.0,51.0,17.0,17.0,97.0,12.0,6.0,819.0,2246.0,34.0,604.0,88.0,71.0,Can-Ataklı
0.0,384.0,294.0,3229.0,43.0,44.0,346.0,346.0,21.0,0.0,256.0,9.0,18.0,660.0,0.0,917.0,0.0,0.0,45.0,23.0,86.0,11.0,6.0,830.0,2278.0,34.0,603.0,107.0,69.0,Can-Ataklı
0.0,302.0,210.0,2513.0,41.0,32.0,279.0,0.0,30.0,9.0,224.0,0.0,56.0,691.0,0.0,934.0,0.0,0.0,9.0,27.0,72.0,9.0,6.0,778.0,1995.0,35.0,598.0,102.0,66.0,Can-Ataklı
0.0,464.0,440.0,2814.0,45.0,46.0,603.0,804.0,30.0,0.0,300.0,8.0,8.0,593.0,0.0,1626.0,0.0,0.0,73.0,24.0,93.0,12.0,6.0,861.0,2361.0,34.0,602.0,100.0,67.0,Can-Ataklı
56.0,626.0,235.0,1485.0,35.0,38.0,1113.0,0.0,25.0,84.0,183.0,0.0,70.0,539.0,0.0,0.0,32.0,9.0,79.0,42.0,52.0,7.0,6.0,824.0,2416.0,34.0,612.0,90.0,77.0,Can-Ataklı
42.0,380.0,352.0,2977.0,38.0,53.0,868.0,620.0,27.0,10.0,185.0,0.0,10.0,536.0,0.0,1030.0,30.0,61.0,154.0,26.0,88.0,12.0,6.0,807.0,2113.0,35.0,599.0,105.0,66.0,Can-Ataklı
0.0,506.0,333.0,2645.0,44.0,60.0,793.0,396.0,38.0,0.0,319.0,0.0,8.0,571.0,0.0,840.0,0.0,0.0,92.0,22.0,72.0,9.0,6.0,798.0,2167.0,35.0,604.0,87.0,71.0,Can-Ataklı
0.0,301.0,479.0,3359.0,29.0,54.0,447.0,111.0,17.0,0.0,442.0,7.0,21.0,500.0,0.0,724.0,0.0,0.0,21.0,12.0,97.0,12.0,6.0,835.0,2262.0,34.0,602.0,90.0,68.0,Can-Ataklı
27.0,648.0,296.0,3161.0,43.0,37.0,1170.0,351.0,21.0,175.0,214.0,5.0,90.0,429.0,0.0,564.0,16.0,11.0,50.0,25.0,63.0,8.0,6.0,832.0,2361.0,34.0,607.0,101.0,72.0,Can-Ataklı
0.0,492.0,412.0,3580.0,34.0,37.0,1150.0,0.0,15.0,0.0,496.0,0.0,23.0,379.0,0.0,0.0,0.0,0.0,100.0,15.0,97.0,12.0,6.0,804.0,2163.0,35.0,602.0,102.0,69.0,Can-Ataklı
68.0,517.0,402.0,3926.0,29.0,53.0,736.0,122.0,19.0,7.0,279.0,14.0,29.0,573.0,0.0,2205.0,44.0,0.0,29.0,24.0,74.0,9.0,6.0,817.0,2252.0,34.0,605.0,85.0,72.0,Can-Ataklı
14.0,328.0,313.0,3536.0,45.0,46.0,731.0,975.0,32.0,40.0,272.0,0.0,10.0,555.0,0.0,1010.0,10.0,40.0,60.0,22.0,96.0,12.0,6.0,813.0,2161.0,35.0,601.0,105.0,67.0,Can-Ataklı
11.0,409.0,363.0,3262.0,37.0,37.0,376.0,752.0,21.0,6.0,172.0,6.0,218.0,556.0,0.0,662.0,6.0,13.0,13.0,29.0,76.0,9.0,6.0,814.0,2263.0,35.0,606.0,86.0,73.0,Can-Ataklı
62.0,520.0,208.0,1254.0,51.0,59.0,1026.0,114.0,29.0,3.0,229.0,10.0,72.0,569.0,0.0,1094.0,43.0,0.0,58.0,18.0,69.0,9.0,6.0,843.0,2475.0,34.0,611.0,77.0,77.0,Can-Ataklı
0.0,446.0,382.0,3722.0,29.0,43.0,868.0,0.0,19.0,11.0,285.0,29.0,107.0,446.0,5.0,1785.0,11.0,11.0,71.0,22.0,82.0,11.0,6.0,812.0,2208.0,35.0,603.0,111.0,69.0,Can-Ataklı
25.0,275.0,375.0,3387.0,44.0,57.0,116.0,350.0,39.0,14.0,276.0,7.0,120.0,503.0,0.0,709.0,14.0,28.0,28.0,29.0,86.0,11.0,6.0,827.0,2266.0,34.0,603.0,93.0,70.0,Can-Ataklı
0.0,430.0,354.0,3382.0,34.0,36.0,338.0,112.0,23.0,31.0,317.0,0.0,15.0,519.0,0.0,3100.0,0.0,46.0,38.0,22.0,89.0,11.0,6.0,836.0,2306.0,34.0,604.0,103.0,69.0,Can-Ataklı
0.0,303.0,303.0,2650.0,32.0,44.0,240.0,602.0,36.0,8.0,262.0,0.0,8.0,610.0,0.0,2542.0,0.0,33.0,50.0,20.0,79.0,10.0,6.0,822.0,2277.0,34.0,605.0,85.0,72.0,Can-Ataklı
6.0,348.0,190.0,4118.0,35.0,36.0,0.0,3318.0,20.0,192.0,89.0,4.0,206.0,484.0,0.0,0.0,4.0,17.0,0.0,93.0,46.0,6.0,6.0,822.0,2107.0,34.0,596.0,109.0,63.0,Can-Ataklı
172.0,517.0,327.0,1782.0,42.0,46.0,178.0,534.0,17.0,15.0,434.0,23.0,0.0,286.0,0.0,9302.0,77.0,46.0,23.0,13.0,76.0,10.0,6.0,729.0,1899.0,37.0,604.0,100.0,72.0,Meryem-Koray
44.0,688.0,400.0,2235.0,47.0,62.0,1490.0,0.0,13.0,0.0,297.0,148.0,0.0,374.0,0.0,4255.0,17.0,25.0,93.0,17.0,54.0,7.0,5.0,768.0,2015.0,36.0,602.0,90.0,70.0,Meryem-Koray
42.0,700.0,385.0,2941.0,44.0,60.0,4411.0,0.0,23.0,0.0,353.0,135.0,0.0,320.0,0.0,2717.0,16.0,0.0,146.0,15.0,55.0,7.0,5.0,715.0,1770.0,37.0,598.0,116.0,67.0,Meryem-Koray
311.0,721.0,311.0,1886.0,55.0,26.0,1451.0,435.0,42.0,0.0,416.0,6.0,51.0,192.0,0.0,7051.0,121.0,89.0,51.0,15.0,86.0,12.0,6.0,777.0,2099.0,35.0,605.0,110.0,71.0,Meryem-Koray
16.0,600.0,266.0,3106.0,40.0,31.0,582.0,388.0,27.0,11.0,316.0,137.0,57.0,396.0,0.0,1149.0,5.0,11.0,51.0,24.0,65.0,9.0,6.0,707.0,1793.0,37.0,602.0,71.0,73.0,Meryem-Koray
57.0,673.0,403.0,3114.0,31.0,46.0,692.0,0.0,27.0,7.0,457.0,71.0,28.0,314.0,0.0,4285.0,21.0,0.0,57.0,14.0,87.0,11.0,6.0,734.0,1896.0,36.0,602.0,100.0,70.0,Meryem-Koray
74.0,555.0,370.0,3744.0,32.0,48.0,156.0,0.0,23.0,0.0,440.0,97.0,34.0,371.0,11.0,0.0,22.0,11.0,11.0,15.0,93.0,12.0,6.0,760.0,2030.0,36.0,604.0,89.0,73.0,Meryem-Koray
0.0,611.0,592.0,5218.0,33.0,43.0,2020.0,841.0,16.0,0.0,326.0,127.0,35.0,390.0,0.0,0.0,0.0,0.0,120.0,24.0,84.0,11.0,6.0,725.0,1694.0,37.0,590.0,111.0,61.0,Meryem-Koray
41.0,645.0,541.0,3051.0,58.0,56.0,704.0,0.0,11.0,0.0,315.0,115.0,23.0,376.0,0.0,769.0,15.0,61.0,84.0,19.0,70.0,9.0,6.0,666.0,1666.0,38.0,604.0,75.0,74.0,Meryem-Koray
57.0,228.0,600.0,2413.0,42.0,54.0,0.0,603.0,36.0,0.0,623.0,9.0,18.0,266.0,0.0,0.0,18.0,18.0,45.0,21.0,143.0,19.0,6.0,759.0,1914.0,36.0,597.0,99.0,66.0,Meryem-Koray
61.0,506.0,432.0,2944.0,26.0,33.0,512.0,0.0,23.0,0.0,479.0,0.0,5.0,317.0,0.0,10179.0,29.0,23.0,41.0,13.0,74.0,9.0,6.0,804.0,2157.0,35.0,602.0,87.0,70.0,Meryem-Koray
196.0,745.0,431.0,3577.0,50.0,45.0,1138.0,0.0,26.0,0.0,444.0,23.0,79.0,230.0,0.0,7142.0,79.0,31.0,39.0,13.0,94.0,12.0,6.0,750.0,1971.0,36.0,603.0,102.0,71.0,Meryem-Koray
200.0,529.0,329.0,4150.0,25.0,53.0,1167.0,0.0,18.0,0.0,469.0,0.0,6.0,222.0,0.0,12962.0,104.0,0.0,67.0,15.0,68.0,9.0,6.0,800.0,2132.0,35.0,602.0,101.0,69.0,Meryem-Koray
33.0,474.0,508.0,4756.0,29.0,45.0,206.0,206.0,16.0,11.0,587.0,0.0,52.0,220.0,0.0,7558.0,11.0,0.0,40.0,13.0,128.0,16.0,6.0,843.0,2154.0,34.0,594.0,119.0,61.0,Meryem-Koray
47.0,492.0,365.0,3417.0,35.0,42.0,661.0,0.0,16.0,5.0,511.0,0.0,23.0,273.0,0.0,8720.0,17.0,46.0,34.0,8.0,111.0,14.0,6.0,825.0,2052.0,34.0,592.0,118.0,60.0,Meryem-Koray
84.0,661.0,423.0,5170.0,35.0,35.0,630.0,0.0,18.0,37.0,456.0,0.0,111.0,209.0,0.0,6172.0,30.0,49.0,43.0,16.0,107.0,14.0,6.0,806.0,2141.0,35.0,601.0,96.0,68.0,Meryem-Koray
87.0,450.0,329.0,3022.0,24.0,45.0,394.0,0.0,13.0,0.0,490.0,4.0,68.0,227.0,0.0,14090.0,36.0,18.0,13.0,10.0,66.0,8.0,6.0,797.0,2124.0,35.0,602.0,76.0,71.0,Meryem-Koray
31.0,428.0,555.0,4127.0,53.0,40.0,562.0,187.0,17.0,5.0,561.0,0.0,66.0,233.0,0.0,6111.0,11.0,22.0,38.0,12.0,132.0,17.0,6.0,868.0,2260.0,33.0,596.0,123.0,60.0,Meryem-Koray
40.0,469.0,571.0,4993.0,43.0,33.0,873.0,624.0,29.0,8.0,500.0,16.0,56.0,241.0,0.0,8064.0,16.0,16.0,64.0,15.0,132.0,17.0,6.0,805.0,2098.0,35.0,599.0,97.0,66.0,Meryem-Koray
0.0,511.0,488.0,6408.0,45.0,49.0,0.0,0.0,21.0,0.0,580.0,0.0,0.0,390.0,0.0,2857.0,0.0,0.0,0.0,9.0,141.0,20.0,6.0,803.0,1975.0,35.0,592.0,103.0,61.0,Meryem-Koray
154.0,464.0,380.0,5454.0,37.0,37.0,848.0,242.0,12.0,19.0,460.0,0.0,19.0,269.0,0.0,9210.0,72.0,39.0,26.0,19.0,89.0,11.0,6.0,815.0,2179.0,35.0,601.0,92.0,68.0,Meryem-Koray
161.0,451.0,387.0,4515.0,47.0,55.0,1101.0,220.0,14.0,21.0,467.0,0.0,0.0,258.0,0.0,8791.0,82.0,21.0,60.0,19.0,71.0,9.0,6.0,838.0,2263.0,34.0,601.0,86.0,68.0,Meryem-Koray
276.0,702.0,468.0,2702.0,60.0,27.0,0.0,337.0,25.0,0.0,423.0,23.0,161.0,223.0,0.0,6153.0,100.0,0.0,7.0,12.0,102.0,13.0,6.0,736.0,1857.0,36.0,599.0,79.0,70.0,Meryem-Koray
53.0,696.0,464.0,5701.0,37.0,30.0,456.0,0.0,23.0,14.0,550.0,0.0,28.0,264.0,0.0,5714.0,21.0,14.0,50.0,10.0,121.0,15.0,6.0,818.0,2042.0,34.0,593.0,94.0,62.0,Meryem-Koray
